shipment_id,carrier,weather,shipment_value,warehouse_load_pct,traffic_density,planned_arrival,current_delay_minutes,is_delayed,event_type,last_checkpoint,distance_to_go_km,shipment_priority
Ba-55949755,BlueDart,Fog,3256,97,0.48,2026-02-17 23:01:10,1,0,Routine,Lake Charlesfort Hub,196,Low
Zi-41204366,BlueDart,Cyclone,6301,100,0.36,2026-02-18 19:09:56,570,1,Natural Disaster,South Deannaborough Hub,90,Low
mJ-92764336,BlueDart,Clear,12390,33,0.58,2026-02-09 11:30:26,2,0,Routine,South Lisa Hub,99,Medium
Mw-01195669,BlueDart,Clear,10787,47,0.76,2026-03-05 17:34:51,15,0,Routine,Gibsonville Hub,375,High
XD-01767521,Swift,Clear,2531,55,0.78,2026-03-04 00:32:43,0,0,Routine,Tracymouth Hub,183,High
XI-35530292,BlueDart,Heavy Rain,4948,71,0.76,2026-03-05 15:11:23,3,0,Routine,South Alexander Hub,489,Low
Lh-70675322,Delhivery,Heavy Rain,12670,91,0.66,2026-02-17 09:47:41,5,0,Routine,Ronaldland Hub,142,Low
la-14863121,Delhivery,Fog,14359,92,0.89,2026-02-19 19:13:24,14,0,Routine,Nguyenchester Hub,251,Low
Jt-48651284,Delhivery,Fog,7883,64,0.22,2026-02-12 13:20:31,115,1,Operational Bottleneck,Charlesburgh Hub,25,Low
XK-29914427,Swift,Clear,1180,69,0.53,2026-02-27 18:34:26,12,0,Routine,Coreyborough Hub,492,Medium
wq-00178681,Delhivery,Heavy Rain,14449,76,0.21,2026-02-14 11:37:28,8,0,Routine,Port Ross Hub,356,Low
rm-49762843,BlueDart,Clear,6372,100,0.98,2026-02-17 20:56:59,2,0,Routine,Sharonberg Hub,215,Medium
PU-53770613,Swift,Fog,3197,54,0.91,2026-02-21 18:06:41,2,0,Routine,Lake Brittanychester Hub,426,Low
Rv-07942201,Swift,Clear,9412,30,0.19,2026-02-12 02:13:11,15,0,Routine,Boothmouth Hub,184,Low
oO-47801798,Delhivery,Clear,2409,54,0.19,2026-02-11 00:39:11,8,0,Routine,West Jessicachester Hub,40,Low
Ho-68773603,BlueDart,Fog,11491,87,0.73,2026-02-17 20:15:06,9,0,Routine,New Tammy Hub,408,High
YO-52504611,Swift,Clear,12850,68,0.43,2026-03-05 22:09:00,7,0,Routine,Kristinport Hub,240,Low
te-25423120,Delhivery,Clear,5238,87,0.83,2026-02-09 10:46:28,148,1,Operational Bottleneck,North Brenda Hub,195,Medium
yI-07264769,Delhivery,Fog,1528,85,0.71,2026-02-17 23:04:48,5,0,Routine,Jeffreyshire Hub,246,Medium
Ot-27053553,Delhivery,Heavy Rain,2178,42,0.72,2026-03-08 23:14:03,9,0,Routine,New Crystalland Hub,465,High
aK-01082124,BlueDart,Clear,12441,77,0.48,2026-02-28 10:14:38,1,0,Routine,Wileyhaven Hub,456,High
Vk-95655296,Swift,Clear,1286,92,0.46,2026-03-07 15:42:12,10,0,Routine,Wheelerberg Hub,45,High
eu-18000383,Delhivery,Heavy Rain,4656,66,0.69,2026-02-10 15:37:22,10,0,Routine,Patrickbury Hub,476,High
Yf-07935004,Delhivery,Clear,5489,92,0.19,2026-02-10 00:14:32,3,0,Routine,Ginabury Hub,258,Low
ca-87731873,Swift,Clear,11413,97,0.24,2026-03-06 11:19:45,4,0,Routine,East Isaiah Hub,125,High
Ef-22713962,Delhivery,Heavy Rain,6636,41,0.1,2026-02-07 12:55:51,1,0,Routine,West Jeremyview Hub,205,Medium
ZG-43816533,BlueDart,Clear,7704,64,0.81,2026-02-08 20:48:04,8,0,Routine,Lake Stacyburgh Hub,69,Low
yV-12929832,Swift,Fog,4274,56,0.1,2026-03-02 05:54:45,13,0,Routine,Shannontown Hub,479,Medium
Qf-23424997,Delhivery,Heavy Rain,12580,45,0.18,2026-03-04 06:17:56,15,0,Routine,Scottville Hub,337,High
cv-49606155,Delhivery,Clear,8946,89,0.13,2026-02-22 06:05:02,12,0,Routine,New Angelicamouth Hub,45,Low
JJ-44893043,Swift,Clear,746,69,0.51,2026-03-06 04:12:54,0,0,Routine,Annaview Hub,124,High
wF-55753455,Swift,Clear,7939,67,0.7,2026-02-10 17:53:28,9,0,Routine,New Travisburgh Hub,384,High
Dc-24473062,Delhivery,Clear,11187,64,0.52,2026-02-13 09:59:52,1,0,Routine,West Dustin Hub,320,Low
xZ-04536910,Delhivery,Clear,13175,34,0.78,2026-02-15 16:36:09,8,0,Routine,Loriborough Hub,56,High
Un-20479209,BlueDart,Clear,7424,57,0.32,2026-02-10 16:58:35,3,0,Routine,Vaughnfort Hub,86,High
vZ-62672001,Swift,Clear,6785,67,0.95,2026-02-26 03:13:56,98,1,Operational Bottleneck,South Frankfurt Hub,174,High
If-71326044,Delhivery,Heavy Rain,10415,73,0.84,2026-02-27 09:25:53,15,0,Routine,West Kevin Hub,408,Medium
ep-36664377,BlueDart,Fog,5170,62,0.99,2026-03-08 13:04:31,15,0,Routine,Kylebury Hub,225,Low
om-41030241,BlueDart,Fog,7739,30,0.73,2026-02-09 13:03:37,4,0,Routine,Port Gerald Hub,14,Low
mw-01571979,Swift,Clear,4219,47,0.43,2026-03-02 02:17:55,8,0,Routine,West Kenneth Hub,11,Medium
wb-48750073,Swift,Fog,8806,30,0.29,2026-02-23 09:40:41,11,0,Routine,Port Gregoryberg Hub,213,High
Rd-76012696,Swift,Clear,14861,97,0.41,2026-02-10 05:37:28,5,0,Routine,Lake Tara Hub,268,Medium
DJ-37124923,Swift,Clear,4531,100,0.92,2026-03-07 22:32:05,15,0,Routine,Barkerborough Hub,466,High
wo-70226690,BlueDart,Fog,12189,79,0.7,2026-02-22 23:23:15,1,0,Routine,South Joseph Hub,238,Low
dF-67803835,BlueDart,Clear,3496,95,1.0,2026-03-01 03:56:24,175,1,Operational Bottleneck,Robinton Hub,330,Low
Ua-12622218,Swift,Heavy Rain,7469,37,0.54,2026-02-19 00:18:41,15,0,Routine,Martinmouth Hub,68,Low
ud-59943293,Swift,Heavy Rain,10719,63,1.0,2026-03-01 17:46:32,1,0,Routine,Melissamouth Hub,455,Medium
Pf-96030728,Delhivery,Heavy Rain,13343,59,0.8,2026-02-17 09:14:08,6,0,Routine,Gonzalezland Hub,85,Medium
Wa-89845868,Swift,Clear,11797,95,0.8,2026-02-26 06:12:17,2,0,Routine,West Alanland Hub,411,Medium
qG-90468852,BlueDart,Clear,4199,78,0.81,2026-02-25 00:04:20,5,0,Routine,West Ericmouth Hub,91,High
sG-91192094,Swift,Clear,14317,42,0.58,2026-02-08 12:36:35,3,0,Routine,Brianhaven Hub,415,Low
OF-26166183,Delhivery,Clear,13309,66,0.87,2026-03-06 02:07:15,13,0,Routine,Jacksonton Hub,297,High
Ax-85005944,Delhivery,Clear,9169,40,0.76,2026-02-09 11:22:45,3,0,Routine,Robinberg Hub,305,High
Bk-19326853,BlueDart,Fog,2534,73,0.41,2026-02-16 10:23:41,10,0,Routine,West Brianfurt Hub,468,High
pq-73030582,BlueDart,Clear,13284,90,0.86,2026-02-21 05:56:40,72,1,Operational Bottleneck,Taylorshire Hub,168,Low
vv-99830283,Delhivery,Fog,8693,79,0.78,2026-02-19 22:28:02,6,0,Routine,Port Ronald Hub,300,High
hX-14056499,Swift,Clear,3009,90,0.83,2026-02-18 07:35:50,5,0,Routine,Ronaldfort Hub,446,Low
cb-46603735,BlueDart,Clear,1353,80,0.27,2026-02-12 09:11:28,8,0,Routine,South Melissamouth Hub,154,Medium
bU-97814550,BlueDart,Heavy Rain,8775,75,0.51,2026-02-10 20:54:22,124,1,Operational Bottleneck,Edwardmouth Hub,335,Medium
Hp-86998261,BlueDart,Heavy Rain,5046,56,0.79,2026-02-21 08:40:25,86,1,Operational Bottleneck,Benjaminfurt Hub,272,Medium
CX-34092520,BlueDart,Clear,11172,34,0.99,2026-02-11 04:30:59,13,0,Routine,Port Ariana Hub,143,High
SR-35768277,Swift,Cyclone,5921,77,0.81,2026-02-23 10:20:46,676,1,Natural Disaster,Meltonfurt Hub,428,High
ke-35181564,Delhivery,Fog,5223,91,0.9,2026-02-16 00:30:01,4,0,Routine,North Kathrynland Hub,390,Low
yl-57306246,Swift,Fog,7846,40,0.98,2026-02-11 14:45:31,56,1,Operational Bottleneck,Thompsonfort Hub,156,High
EZ-44270974,Delhivery,Heavy Rain,11445,32,0.79,2026-03-05 12:02:50,2,0,Routine,New Samuelmouth Hub,26,High
dX-18253307,Swift,Clear,8001,64,0.27,2026-02-12 14:38:25,12,0,Routine,Frankchester Hub,27,High
Cg-38559466,Swift,Heavy Rain,7266,52,0.27,2026-03-06 23:18:09,6,0,Routine,North Kevin Hub,29,Medium
RG-98904953,Delhivery,Heavy Rain,11465,57,0.31,2026-03-08 10:15:52,4,0,Routine,New Kim Hub,256,Medium
TR-20199420,BlueDart,Heavy Rain,753,61,0.98,2026-02-26 22:07:13,133,1,Operational Bottleneck,East Anthony Hub,474,Medium
qt-34386952,Delhivery,Clear,5755,91,0.3,2026-02-20 14:17:17,13,0,Routine,East Michael Hub,165,Low
Dm-47437244,BlueDart,Heavy Rain,7254,38,0.51,2026-03-02 03:23:03,115,1,Operational Bottleneck,North Joanna Hub,112,High
CZ-44267721,Delhivery,Clear,13099,36,0.7,2026-02-28 16:49:43,11,0,Routine,North Samantha Hub,436,High
Fe-87805994,BlueDart,Clear,2554,41,0.82,2026-03-03 02:32:36,96,1,Operational Bottleneck,South Deniseville Hub,213,Medium
ZM-94230659,BlueDart,Heavy Rain,14516,91,0.32,2026-02-26 21:13:47,68,1,Operational Bottleneck,Laurenchester Hub,25,High
iW-23376534,Swift,Clear,5759,95,0.85,2026-02-27 23:48:30,3,0,Routine,Port Stephanie Hub,226,High
KB-46026465,BlueDart,Clear,6123,53,0.87,2026-02-09 13:53:27,14,0,Routine,South Wendyberg Hub,479,High
Rt-62559765,Delhivery,Clear,6404,90,0.45,2026-03-02 03:00:23,158,1,Operational Bottleneck,North Samuel Hub,216,Medium
ji-52001006,Delhivery,Clear,3405,93,0.78,2026-02-21 03:15:37,4,0,Routine,Freemanport Hub,447,Medium
nR-12840018,BlueDart,Cyclone,9146,70,0.81,2026-02-25 00:33:01,453,1,Natural Disaster,Port Loriborough Hub,77,High
Ui-54505499,BlueDart,Clear,1670,50,0.2,2026-02-27 19:15:07,13,0,Routine,Richardhaven Hub,474,Low
EN-48154979,Swift,Heavy Rain,9673,56,0.78,2026-03-08 08:41:04,15,0,Routine,Bobbyberg Hub,237,Low
GH-02330286,BlueDart,Clear,14278,49,0.72,2026-02-23 15:02:10,10,0,Routine,Port Joshua Hub,154,Low
oc-38947745,BlueDart,Clear,3680,42,0.47,2026-02-07 22:57:14,13,0,Routine,Youngfort Hub,422,Medium
Vp-99159656,Swift,Fog,14322,75,0.49,2026-02-09 19:25:17,9,0,Routine,Kellyshire Hub,257,Medium
ur-90553711,Delhivery,Clear,7362,48,0.1,2026-03-03 16:46:01,14,0,Routine,Mclaughlinfurt Hub,436,Low
Ai-18774415,BlueDart,Clear,6839,46,0.97,2026-03-04 04:10:42,0,0,Routine,New Samuel Hub,376,High
uH-87467747,Swift,Clear,7085,59,0.57,2026-02-20 03:38:08,58,1,Operational Bottleneck,Lake Katherinefurt Hub,315,High
Xx-94777468,Swift,Clear,1527,82,0.69,2026-03-03 00:22:32,66,1,Operational Bottleneck,West Fredmouth Hub,220,High
nX-94945919,BlueDart,Clear,7205,39,0.62,2026-02-15 06:30:59,13,0,Routine,West Michaelberg Hub,349,Low
RK-81027002,Swift,Heavy Rain,2988,69,0.71,2026-03-07 13:39:33,9,0,Routine,Keithhaven Hub,439,High
oC-37916409,Delhivery,Clear,4795,92,0.5,2026-02-14 07:08:48,164,1,Operational Bottleneck,North Michaelstad Hub,166,High
vD-88594598,BlueDart,Clear,2714,72,0.94,2026-03-03 02:13:46,15,0,Routine,Lake Kathryntown Hub,358,Low
nn-58707648,BlueDart,Clear,6209,34,0.86,2026-03-06 10:25:02,78,1,Operational Bottleneck,West Ethan Hub,245,Low
ru-82099475,BlueDart,Clear,12301,51,0.89,2026-02-09 20:33:26,12,0,Routine,Melindaborough Hub,244,Low
SC-93570742,BlueDart,Clear,8843,34,0.9,2026-03-01 09:59:16,13,0,Routine,Lake Hannah Hub,282,Low
Ph-01807999,Delhivery,Clear,6198,36,0.86,2026-03-02 01:03:02,8,0,Routine,New Jamesshire Hub,341,Low
VD-45587377,Delhivery,Clear,3142,82,0.57,2026-03-03 10:00:15,13,0,Routine,Castrostad Hub,464,High
sL-64729685,BlueDart,Fog,4348,59,0.98,2026-02-10 22:35:59,0,0,Routine,Kristinabury Hub,380,Medium
QY-28005112,BlueDart,Fog,2663,38,0.68,2026-02-11 16:16:35,4,0,Routine,New Travis Hub,86,High
Vo-81254598,BlueDart,Clear,7355,61,0.85,2026-02-22 16:55:16,179,1,Operational Bottleneck,Emilymouth Hub,373,Low
RZ-23748459,BlueDart,Clear,5058,100,0.79,2026-02-26 03:32:44,10,0,Routine,West Eric Hub,212,Medium
ez-38442350,BlueDart,Heavy Rain,12037,82,0.62,2026-02-22 06:58:22,6,0,Routine,Hullmouth Hub,51,Medium
HX-66593812,Swift,Fog,2601,40,0.6,2026-02-19 03:52:28,7,0,Routine,Tracytown Hub,226,Low
Oo-22294113,Delhivery,Clear,2849,97,0.75,2026-02-14 05:48:59,174,1,Operational Bottleneck,Stevenbury Hub,436,Low
tZ-51615909,BlueDart,Clear,5805,61,0.66,2026-02-24 11:16:31,7,0,Routine,Rodriguezshire Hub,335,Low
LC-31609597,Delhivery,Heavy Rain,14795,92,0.95,2026-02-23 18:29:10,2,0,Routine,Feliciaburgh Hub,76,Low
Vp-02918854,Delhivery,Heavy Rain,11650,32,0.82,2026-02-24 03:13:48,15,0,Routine,Lorimouth Hub,211,Low
YJ-63635008,BlueDart,Fog,2657,80,0.11,2026-02-27 09:15:12,12,0,Routine,Cookside Hub,350,Low
Cx-70363278,Delhivery,Heavy Rain,2065,43,0.99,2026-02-10 10:30:35,9,0,Routine,Davisberg Hub,357,High
TC-28592606,Delhivery,Cyclone,1424,42,0.51,2026-02-28 10:43:58,330,1,Natural Disaster,North Randallport Hub,134,High
Gw-14407484,BlueDart,Clear,5087,41,0.62,2026-02-09 02:01:40,13,0,Routine,Ashleyview Hub,348,Medium
Tc-04452002,BlueDart,Heavy Rain,8123,98,0.82,2026-02-07 11:19:38,111,1,Operational Bottleneck,Turnerview Hub,28,Low
md-07816018,Swift,Heavy Rain,2812,76,0.11,2026-03-04 10:59:51,1,0,Routine,Johnfurt Hub,329,Medium
hl-06500364,Swift,Clear,6767,39,0.92,2026-02-08 14:07:19,120,1,Operational Bottleneck,North Annastad Hub,342,Medium
Kd-70380065,BlueDart,Clear,10989,51,0.76,2026-02-27 19:04:54,0,0,Routine,Alyssahaven Hub,293,High
LN-63955972,BlueDart,Clear,7590,32,0.7,2026-02-17 20:14:45,10,0,Routine,East Christopher Hub,178,Medium
hU-25690117,Delhivery,Clear,12277,49,0.15,2026-03-03 05:07:40,8,0,Routine,Port Ernest Hub,277,High
uZ-11271765,Swift,Clear,1130,57,0.35,2026-02-28 06:21:08,14,0,Routine,New Adamland Hub,240,Medium
al-35633395,Swift,Clear,5842,69,0.59,2026-02-08 03:09:58,1,0,Routine,North Amandaberg Hub,206,Medium
oj-42610359,BlueDart,Cyclone,8833,93,0.92,2026-03-03 13:51:04,410,1,Natural Disaster,South Carlyburgh Hub,43,Low
HR-85671209,BlueDart,Clear,1097,44,0.61,2026-02-10 22:50:19,13,0,Routine,Robertsville Hub,20,Low
GQ-91719675,Swift,Clear,529,58,0.63,2026-02-14 09:14:27,9,0,Routine,Mcgeeport Hub,287,Low
sl-39652745,Swift,Clear,10393,45,0.25,2026-02-17 02:07:39,12,0,Routine,Carlabury Hub,307,Low
nh-05883542,Swift,Clear,13610,75,0.96,2026-02-13 23:32:51,1,0,Routine,Henryberg Hub,267,Low
SW-16746291,BlueDart,Heavy Rain,765,36,0.56,2026-02-13 05:07:19,132,1,Operational Bottleneck,South Donald Hub,474,Medium
sK-01181350,Swift,Fog,4367,93,0.15,2026-02-14 18:21:17,104,1,Operational Bottleneck,Lake Melissa Hub,345,Low
vl-30184115,BlueDart,Clear,11300,95,0.9,2026-02-09 15:29:33,151,1,Operational Bottleneck,West Ambermouth Hub,44,Low
